category,key,values
Breakfast Cereal,Specialty,"['Excellent Source of Fiber', 'Instant Protein', 'Organic', 'Gluten-Free', 'Organic', 'Vegan', 'Organic', 'Organic', 'Organic', 'Whole Grain', 'Organic', 'Made with Folic Acid, B Vitamins, and Iron', 'Gluten Free', 'Gluten Free', 'Organic', 'Organic', 'Organic', 'Gluten free', 'Gluten-Free', 'No Sugar or Salt Added', 'Weight Control', 'Organic', 'No Refined Sugar', 'Organic', 'Whole Grain', 'Gluten Free', 'Whole Grain', 'Organic', 'Gluten Free', 'Organic', 'Vegan', 'Organic', 'Organic', 'Organic', '20g Protein', 'Organic', 'Non-GMO Project Verified', 'Gluten Free', 'No High Fructose', 'Organic', 'Gluten Free', 'Non GMO', 'Non-GMO', 'Organic', '20g Protein', 'Organic', 'Low Fat', 'Protein & Fiber Crunch', 'Grain-Free', 'Organic', 'Non-GMO Project Verified', 'Gluten-Free', 'Low-Sugar', 'Whole Grain', 'Gluten Free', 'Organic', 'Keto', 'Kosher', 'Gluten Free', 'Gluten & Grain Free', 'Gluten Free', 'Organic', 'Organic', 'Probiotic', 'Gluten Free', 'Premium Organic', 'Collagen', 'Non-GMO', 'Gluten-Free', 'Non GMO', 'Excellent Source of Fiber', 'Organic', 'Organic', 'Organic', 'Organic', 'Gluten Free', 'Organic', 'Gluten Free', 'Organic', 'Organic', 'Gluten Free']"
Breakfast Cereal,Net content,"['13.1oz', '18 Oz', '2.12oz', '14.4 oz', '9.8oz', '10 oz', '8 Ounce', '30 Oz', '16-Ounce', '32 Ounces', '10.3oz', '32 Ounce', '11.9 Oz', '32 oz', '1.51 Oz', '13.25 Ounce', '18 Ounce', '25-Pounds', '12oz', '20.1 oz', '12.1 Oz', '17 oz', '17 Ounce', '10 Oz', '17 Ounce', '11 Ounce', '7.5 Ounce', '2.29 Ounce', '15.1 Ounce', '26 Oz', '15-Ounce', '8-Count', '16 oz', '2.24 Oz', '12oz', '6 Ounce', '42 Oz', '11oz', '2.47-ounce', '9.2 Oz', '24 Ounce', '11 oz', '13.5 oz', '72 Ounce', '1.4 Ounce', '24 Oz', '12 Ounce', '11 oz', '16 oz', '16 Ounce', '24 Ounce', '42 Oz', '15 oz', '11 Ounce', '3 Ounce', '6 LBS', '16.2 Oz', '18 Oz', '12.5oz', '16 Oz', '24 Oz', '2.7oz per pack', '16.7 Oz', '24 oz', '28 Ounce', '2 OZ', 'Large 34.4 Ounce', '42 Ounce', '36.8 oz', '12oz', '35.27 Ounce', '11.3oz', '16-ounce', '13 Ounce', '11.5oz', '49.5 oz', '1 Ounce', '12 Count', '6 Ounce', '11.5 oz', '13.25 Ounce', '6.5 oz', '13.9 oz', '40 Ounce', '12 Oz', '6 Ounce', '8 Ounce', '27.2 Oz', '11.3 Oz', '7.5 Pound', '12 ounce', '15.3 oz', '13 Oz', '6.2 oz', '30.3 Oz', '2.43 Oz', '24 oz', '10.5 oz', '24 Ounce', '9.6 oz', '16-Ounce', '2.29 Ounce', '11 Ounce', '11.5 Oz', '12 Ct', '14 Oz', '112 Ounce', '26.4 Ounce', '10.5oz', '1.13 oz', '14 Ounce', '17 Ounce', '16 Ounce', '8 Servings', '24oz', '24-ounce', '42 Ounce', '8 Ounce', '48 Count', '32 Ounce', '22 Ounce', '18 Oz', '12 Packets, 28 g Each', '11.5oz', '5 Count', '32 OZ', '13 oz', '10.6 Oz', '24-ounce', '19.5 oz']"
Breakfast Cereal,Container,"['Box', 'Cup', 'Box', 'Boxes', 'Box', 'Eco Pac Bags', 'Package', 'Box', 'Express Cups', 'Box', 'Cup', 'Boxes', 'Boxes', 'Cup', 'Cups', 'Box', 'Cup', 'Cups', 'Cup', 'Box', 'Oatmeal Cup', 'Resealable Bag', 'Canister', 'Resealable Bucket', 'Resealable', 'Box', 'Cup', 'Box', 'Box', 'Bag', 'bag', 'box', 'Express Cups', 'Bag', 'Box', 'Packets', 'Resealable', 'Resealable', 'Cup', 'Bag', 'Boxes', 'Resealable Bag', 'Boxes', 'Bag', 'Cup', 'Box', 'Box', 'Box', 'Resealable', 'Individual Packets', 'bag', 'Cups', 'Box', 'Resealable']"
Breakfast Cereal,Pack size,"['Pack of 12', '3 Pack', 'Pack of 6', 'Pack of 3', '3 Pack', 'Pack of 4', 'Pack of 4', 'Pack of 6', '52/Case', 'Pack of 1', '12 Count', 'Pack of 1', 'Pack - 1', 'Pack of 6', '10 Ct', 'Pack of 60', 'Pack of 4', 'Pack of 4', 'Pack of 12', 'Pack Of 3', '12 Count', 'Pack of 10', 'Pack of 12', '12 Count', 'Pack of 6', 'Pack of 12', '6 Pack', '3 PK', 'Pack of 6', '6 Pack', 'Pack Of 3', '8 Pack', '2 pk', 'Pack of 4', '6 Pack', '2 Bags', 'Pack of 4', '12 Packets', 'Pack of 12', '6 Count', 'Pack of 6', 'Pack of 4', '4 Pack', '12 Ct.', 'Pack of 12', 'Pack of 3', 'Pack of 6', '3 Ct.', 'Pack of 4', '7 pouches', 'Pack of 6', 'Pack of 6', 'Pack of 6', 'Pack of 6', 'Pack of 3', 'Pack of 70', 'Pack of 4', 'Pack of 4', 'Pack of 4', 'Pack of 2', 'Pack of 3', 'Pack of 3', 'Pack of 4']"
Breakfast Cereal,Cereal type,"['Cereal', 'Cereal', 'Cereal', 'Granola', 'Cereal', 'Cereal', 'Hot Cereal', 'Cereal', 'Breakfast Cereal', 'Oatmeal', 'Cereal', 'Hot Cereal']"
Sunscreen,Brand,"['Nivea Sun', 'Banana Boat', 'DABO', 'Burnout', 'Alba Botanica', 'Skin Aqua', 'Banana Boat', 'Earth Mama', 'Innisfree', 'NO-AD', 'Sun Bum', 'Glo Skin Beauty', 'Neutrogena', 'ZO Skin Health', 'Banana Boat', 'EUCERIN', 'Sun Bum', 'Epionce', 'Bare Republic', 'Alba Botanica', 'La Roche-Posay', 'Vertra Mick Fanning', 'Banana Boat', 'Banana Boat', 'Two Peas Organics', ""A'PIEU PURE BLOCK"", 'KINeSYS', 'Banana Boat', 'Banana Boat', 'Skin Aqua', 'Blue Lizard', 'Garnier Ambre Solaire', 'Banana Boat', 'Raw Elements', 'Ocean Potion', 'Coppertone', 'CeraVe', 'Babyganics', 'Zinka', 'Banana Boat', 'Neutrogena', 'Banana Boat', 'Nivea', 'Brush On Block', 'Shiseido', 'Blue Lizard', 'Goddess Garden', 'Alba Botanica', 'Babo Botanicals', 'Babo Botanicals', 'Clarins', 'BurnOut', 'Banana Boat', 'Banana Boat', 'Alba Botanica', 'Babo Botanicals', 'Hawaiian Tropic', 'Sun Bum', 'Colorescience', 'Brush On Block', ""Trader Joe's"", 'CICATRICURE', 'Bare Republic', 'Skin Aqua', 'Raw Love', 'Vanicream', 'Avon SSS', 'Australian Gold', 'Mary Kay', 'Babo Botanicals', 'Brush On Block', 'Ombrelle', 'Burnout', 'Australian Gold', 'Suntique I’m Pure Cica Suncream', 'Babyganics', 'Kiss My Face', 'Coola', 'Babo Botanicals', 'Coola', 'Olay', 'Alba Botanica Hawaiian Sunscreen', 'Banana Boat', 'JM Solution', 'Hawaiian Tropic', 'Banana Boat', 'ATTITUDE Natural Care', 'Banana Boat', 'Banana Boat', 'Ocean Potion', 'COOLA', 'Nivea', 'Hawaiian Tropic', 'Heliocare 360°', ""L'Oreal Paris"", 'Eminence', 'Eau Thermale Avène', 'Nivea Sun', 'MISSHA', 'Banana Boat', 'Pinkfong', 'Coppertone', 'Hawaiian Tropic', 'Shiseido', 'Neutrogena', '365 by Whole Foods Market', 'Cotz', 'Earth Mama', 'Bare Republic', 'Heliocare Ultra', ""Trader Joe's"", 'MyChelle Dermaceuticals', 'Alba Botanica', 'Sun Bum', 'Heliocare', 'Banana Boat', 'Banana Boat', 'Banana Boat', 'ZO Skin', 'Australian Gold', 'MyChelle Dermaceuticals', 'KOSE SUN CUT', 'Earth Mama', 'Australian Gold', 'DERMA E', 'Goddess Garden', 'Sun Bum', 'COOLA', 'Hawaiian Tropic', 'Nivea', 'Alba Botanica', 'CANMAKE', 'Bare Republic', 'ATTITUDE', '365 by Whole Foods Market', 'The Ordinary', 'Neutrogena', 'Babo Botanicals', 'Aveeno Baby', 'Hawaiian Tropic', 'Cell Fusion C', 'Coppertone', 'Hello Bello', 'Alba Botanica', 'La Roche-Posay', 'Banana Boat', 'Thinksport']"
Sunscreen,Age,"['Children', 'Kids', 'Baby, Kid & Family Friendly', 'Baby', 'Kids', 'KIDS', 'Kids & Adults', 'Baby', 'Baby', 'Kids', 'Babies 6 Months and Older', 'Baby', 'Kids', 'Kids', 'Baby', 'Kids', 'Kids', 'Kids', 'KIDS', ""Kid's"", 'Baby', 'Kids', 'Babies']"
Sunscreen,Item form,"['Lotion', 'Travel Packets', 'Sunblock Cream', 'Gel pump', 'Sunscreen Stick', 'Stick', 'Cream', 'Lotion', 'Lip Balm', 'Lotion', 'Clear Spray', 'Continuous Spray Sunscreen', 'Daily Shield Lotion', 'Stick', 'Spray', 'Lotion', 'Stick', 'Lotion', 'Travel Packets', 'Lotion', 'Cream', 'Spray', 'Sunscreen Lotion', 'Lotion', 'Sunblock Lotion', 'Continuous Spray', 'Stick', 'Sunscreen Spray', 'Zinc Nosecoat', 'Travel Packets', 'Body Mist Full Reach Spray', 'Protective Spray Oil', 'Refillable', 'Ultimate Sun Protection Spray', 'Lotion', 'Stick', 'Sunscreen Stick', 'Care Cream', 'UltraMist Tanning Dry Oil Continuous Spray', 'Lotion', 'Spray', 'Stick Sunscreen', 'Dry Oil Continuous Spray', 'Spray', 'Brush-On Sunscreen Mineral Powder', 'Lip Oil', 'Spray', 'Day Cream', 'Lotion ', 'Lotion', 'Continuous Spray Sunscreen', 'Cream', 'Lotion', 'Refill', 'Physical', 'Spray', 'Sunscreen Lotion', 'Spray', 'Balm', 'Clear Zinc Sunscreen Lotion', 'Whip', 'Lotion', 'Spray', 'Sun Spray', 'Weightless Clear Spray', 'Stick', 'Stick', 'Spray', 'Dry Oil Continuous Clear Spray', 'Sunscreen Lotion', 'Lip Balm', 'Lotion', 'Sheer Touch Lotion', 'Gel', 'Lotion', 'Day Cream', 'Lotion', 'Sun Milk', 'Lotion', 'Metal Sun Cushion', 'Stick', 'Lotion', 'UV Clear Stick Protector', 'Lotion', 'Clear Spray', 'Lotion', 'Lotion', 'Gel', 'Spray Sunscreen', 'Liquid', 'Lotion', 'Sunscreen Lotion', 'Color Gelcream', 'After Sun Gel', 'Spray', 'Lotion', 'Spray Gel', 'Liquid', 'Ultra UV Perfect Gel', 'Mineral Sunscreen Lotion', 'Lotion', 'Mineral Powder', 'Sunscreen Stick', 'Lotion', 'Spray', 'Lotion', 'Lotion', 'Gel', 'Lotion', 'Stick', 'Lotion', 'Dry-Touch Sunscreen Lotion', 'Stick Sunscreen', 'Lotion', 'Sunscreen Lotion', 'Sunscreen Lotion', 'Lotion', 'Lotion', 'Lotion']"
Sunscreen,Protection level,"['Spf 50+', 'SPF 30 Protection', 'SPF50 PA+++', 'Spf35', '30 SPF', 'SPF50 + PA ++++', 'Broad Spectrum SPF 50', 'SPF 40', 'Perfect UV Protection', 'SPF 45', 'UVA / UVB Broad Spectrum Protection', 'Solar Shade SPF 50', 'Broad Spectrum SPF 70', 'SPF 30', 'SPF 100', 'SPF50+', 'SPF 50', 'SPF 50', 'SPF 50', 'SPF 50', 'SPF 35', 'SPF 15', 'SPF 30 Protection', ' SPF 30', 'SPF45/PA+++', 'SPF 50', 'Broad Spectrum SPF 50', 'Spf50+', 'SPF 50', 'SPF 30 Plus', 'SPF 50', 'SPF 50', '50 SPF', 'SPF 30 Protection', 'Spf#100', 'SPF 15', 'Spf 50 High', 'UVA UVB Face Protection', 'Spf 50', 'SPF 30+ UVA/UVB Protection', 'SPF 30', 'SPF 30', 'SPF 50', 'Broad Spectrum SPF 30', 'SPF 35', 'SPF 8', 'SPF 30,', 'SPF 50', 'SPF 50', 'SPF 30', 'SPF 30', 'SPF 32', 'SPF 50+ Broad Spectrum', 'SPF 15', 'SPF 50', 'SPF 35', 'Spf 35', 'SPF 30', 'Broad Spectrum', 'SPF 15', 'SPF 50 ', 'UVA UVB Face Protection', '60 SPF', 'Spf30+', 'Broad Spectrum', 'SPF 50+', '50 SPF', 'Spf 50', 'SPF 30 Safe', 'SPF 30', 'SPF 30', 'SPF 30', 'SPF 50', 'SPF50+PA++++', 'SPF 15', 'SPF 50+', 'SPF 30', 'SPF 50', 'SPF 4', 'Spf30', 'Broad Spectrum SPF 30', 'Very High', 'SPF 15', 'SPF 50 UVA, UVB', 'SPF 30', 'SPF 32', 'UVA/UVB Blue Light Protection', 'SPF 50+', 'SPF50+/PA+++', 'SPF 50', 'SPF40 PA+++', 'SPF 50', 'SPF 30', 'SPF 50', 'SPF 50', 'Spf 45', 'SPF 40', 'Broad Spectrum SPF 30', 'SPF90', 'SPF 50+ Broad Spectrum', 'SPF 50', 'SPF 45', 'SPF 30', 'SPF 50 (High Protection)', 'SPF 30', 'Broad Spectrum SPF 30', 'SPF 50', 'Spf#30', 'SPF 50', 'SPF50 + PA ++++', 'SPF 30', 'Broad Spectrum', 'SPF 30', 'SPF 50', 'SPF 15', 'Broad Spectrum SPF 30', 'SPF 30', 'SPF 45', 'UV', 'SPF 30', 'Spf 30', 'SPF 30', 'UV Filters SPF 15', 'Broad Spectrum SPF 70', 'SPF 50', 'SPF 50,', 'SPF 15', 'SPF50+/PA+++', 'SPF 50', 'SPF 45', '50', 'SPF 50', 'SPF 50+']"
Sunscreen,Specialty,"['Immediate', 'Sport Sunscreen', 'Very Emollient Natural Protection', 'Super Moisture', 'Reef Friendly', 'Medium/Dark Tint', 'WATER RESISTANT', 'Ozybenzone Free', 'Mineral', 'Beach Defense', 'Oclipse Sunscreen Primer', 'MAX Protect & Play', 'Oil Control', 'Tinted', 'Sport', 'Gentle', 'Signature', 'Ultra Sport Sunscreen', 'Sport', 'Waterproof', 'Natural', 'Reef Friendly', 'Lip Protection Sunscreen', 'UV Essence', '25% Fewer Ingredients', 'Eco Form Sunscreen', 'Mineral Sunscreen', 'Colored Sunblock', 'Sport Sunscreen', 'Ultra Sheer', 'Protect', 'Reef Friendly', 'No Chemical Actives', 'Natural Mineral Sunscreen', 'Mineral', '100% Mineral Active', 'Mineral', 'Water-Resistant', 'Zinc Oxide', 'Broad Spectum', 'Sport', 'Non-Nano', 'Protective Tanning', 'Protective', 'Nourish', 'Aqua Defense', 'Gentle', 'UV Essence', 'Mineral', 'Sport Sunscreen', 'Bug Guard', 'Water Resistant', 'Very Light', '100% Zinc Oxide Active', 'Reef Friendly', 'Advanced', 'Ocean Tested', 'Water Resistant', 'Travel Size', 'Defense Continuous', 'Lip Care for Daily Protection', 'Vegan', 'Reef Safe', 'Regenerist', 'Reef Friendly', 'Silk Hydration', '25% Fewer Ingredients', '100% Mineral', 'Mineral Sunscreen', 'Deep Tanning', 'Lip Care for Daily Protection', 'Protect', 'Moisturizing', 'Oil-free', 'Advanced Sunscreen', 'Non-Greasy', 'Moisturising', 'Waterproof', 'Tear Free', 'Sunscreen', 'Ultra Light', 'Sport', 'Non-Nano Zinc', 'Zinc Oxide', 'Nourish', 'Sun Shield', 'Sport', 'Moisturizing', 'Sun Burn Relief', 'New Formula', 'TSA Approved', 'With Bronzer', 'Waterproof', 'Non-Nano Zinc', 'Water Resistant', 'Mineral', 'Browning & Tanning', 'Reef-Safe', 'Island Sport', 'Moisture Moisturising', 'Natural', '100% Mineral Sunscreen', 'Sport', 'Antioxidants', 'Ultra Sheer', '70+ Organic Ingredients', 'Continuous Protection Zinc Oxide Suncreen', 'Ultra Light', 'Laser Sunscreen 100', 'Anti-Aging Primer with Sunscreen', 'Sun Care', 'Basic']"
Sunscreen,Pack size,"['12 Packs', '2 Pack', '200 Packs', 'Twin Pack', 'Pack of 2', '24 Packs', '1 Count', '2 Count', '2-Pack', '4 Pack', '2 Count', '1 Count', 'Twin Pack', '2 Pack', 'Pack of 1', '2 Pack', 'Pack of 3', 'Pack of 24', '2 Pack', '1 Unit', '1+1']"
Sunscreen,Color,"['White', 'Clear', 'Cooly Beige', 'Clear', 'Mint Green', 'Multicolor', 'White', 'Touch of Tan', 'Yellow', 'Tan', 'Nude Tint', 'Translucent', 'Matte Tint', 'Brown', 'Clear', 'Clear']"
Sunscreen,Net content,"['70ml', '3 Ounce', '4 Fl. Oz', '140g', '1.5 Ounce', '50ml', '16 oz', '0.15 Oz', '6.7 Ounce', '1oz/30ml', '6 OZ', '50ml', '1.7 Fl Oz', '.5 oz', '6 Oz', '3 Fl Oz', 'One Size', '8 Ounces', '3oz', '100ml, 3.38Oz', '4 Fl Oz', '12 Ounces', '0.15 Ounce', '80g', '3 Fl.Oz', '50Ml', '6 Ounces', '3 Oz', '5.5 Ounce', '0.47 Ounce', '6 Fl Oz', '5 Ounce (148ml)', '8 oz', '200 Ml', '5 Oz', '5 Fl Oz', '6 ounce', '4 Oz', '0.6 Oz', '4.4 Ounce', '3OZ', '6 oz', '8 Fl Oz', '6 Oz', '0.6 Ounce', '5.2 oz', '0.21 Oz', '1.7 fluid ounce', '3.4 ounces', '2 Ounce', '4 Ounce', '4 ounce', '6 Ounce', '1 FL. oz/ 29 ml', '3 Fl Oz', '200 mL', '3.4 OZ', '6 Ounce', '1.69 fl.oz', '2oz', '6 Ounce', '0.15 Oz', '3 oz', '1.7 Fl Oz', '1.7 Ounce', '1 Oz', '9.5oz', '180ml', '6 Ounces', '0.5 Ounce', '0.65 oz', '6 oz', '6.8 Ounces /200 Milliliters', '0.15 Oz', '200 ml', '8 Ounces', '50ml', '3.0 Ounce', '2 Ounce', '.35 oz', '200ml', '70ml', '8 Oz', '0.5 Ounce ', '8 Ounces', '5 Fluid Ounce', '5.3 Ounce', '.14 Ounce', '3-Ounce', '1.7 Fl Oz', '50ml', '1 Fl Oz', '4 Oz', '3-Ounce', '16 Ounce', '6 Ounces', '1 Ounce', '118 G / 4.0 OZ', '8 Ounce (237ml)', '1 Fl Oz', '100g', '3-Ounce', '5 Ounce', '0.18 Ounce', '5 Fl Oz', '6 Ounce', '200 ml', '4 Oz', '40g', '3.4 Fluid Ounce', '0.65 oz', '6 Fl Oz', '3 Fl Oz', '0.6 Ounce', '3 Fl Oz', '8 Ounces', '50ml / 1.69oz', '3 Ounce', '3oz', '4 Oz', '1.35 Fl Oz', '6 Ounce', '3 Fl Oz']"
Sunscreen,Skin type,"['Sensitive', 'Oily Skin', 'Sensitive Skin Safe', 'Face', 'Face', 'Sensitive', 'Sensitive Face & Neck', 'Sensitive', 'Safe for Sensitive Skin', 'Sensitive', 'Face', 'Sensitive Skin', 'Sensitive Skin', 'Safe for Sensitive Skin', 'Sensitive', 'Sensitive Skin', 'Lip', 'Face', 'Sensitive', 'Lip', 'Face', 'Medium/Dark', 'Light/Medium', 'Body', 'Face']"
Sunscreen,Scent,"['Fragrance Free', 'Fragrance Free', 'Unscented', 'Unscented', 'Aloe Vera', 'Unscented', 'Unscented', 'Fragrance Free', 'Fragrence Free', 'Unscented', 'Unscented', 'Aloe Vera', 'Unscented', 'Unscented', 'Coral Reef', 'Summer Scent', 'Unscented', 'Aloe Vera', 'Marine Luminous Pearl', 'Fragrance Free', 'Scent Of Sunshine', 'Tropical Vanilla', 'Honey', 'Fragrance Free', 'Contains Organic Red Raspberry Seed Oil, Shea Butter & Calendula', 'Fragrance Free', 'Aloe Vera', 'Contains Organic Cranberry Seed Oil and Aloe', 'Basic Chamomile', 'Original', 'Fragrance Free', 'Coconut', 'Tropical Fruit', 'Marshmallow', 'Unscented', 'Pure Lavender', 'Unscented']"
Sunscreen,Gender,"['Mens', 'Unisex', 'Unisex']"
Coffee,Brand,"[""Cameron's Coffee"", 'Westrock Coffee Company', '365 by Whole Foods Market', 'Green Mountain Coffee', 'Victor Allen’s Coffee', ""Dunkin'"", 'AmazonFresh', 'Mount Hagen', ""Peet's Coffee"", 'Verve Coffee Roasters', 'Organo Gold', 'Allegro Coffee', 'Folgers', 'Cafe Du Monde', ""Cameron's Coffee"", 'Philz Coffee', ""Gloria Jean's Coffees"", 'Slice Coffee', 'Starbucks', 'Green Mountain Coffee Roasters', 'Maxwell House International', 'Crazy Cups', 'New England Coffee', 'Gevalia', 'Victor Allen', ""Timothy's Kahlua"", 'Fresh Roasted Coffee LLC', 'SF Bay Coffee', 'Allegro Coffee', 'Starbucks', 'The Original Donut Shop', 'MAXWELL HOUSE International', 'Green Mountain Coffee Roasters', 'Cafe Du Monde', 'Market & Main OneCup', ""Entenmann's"", 'Gevalia', 'Stumptown Coffee', 'Gevalia', 'Folgers', 'The Original Donut Shop', 'Caribou Coffee', 'AmazonFresh', ""Dunkin'"", 'Cafe La Carreta', 'New England Coffee', 'Juan Valdez', 'Hill Farm', 'Starbucks', 'The Original Donut Shop', 'Green Mountain Coffee Roasters', 'Folgers', 'Nescafé', 'Green Mountain Coffee Roasters', 'Starbucks', 'Gevalia', 'REVV', 'Green Mountain Coffee Roasters', 'Gevalia', 'Lavazza', 'Fresh Roasted Coffee LLC', 'Peets Coffee', 'Starbucks', 'Crazy Cups', 'Maxwell House', ""Cameron's Coffee"", ""Cameron's Coffee"", 'Cafe Tastle', 'Tim Hortons', 'CHOCK FULL O NUTS', 'Puroast', 'Papagalos', 'Laughing Man', 'Folgers', 'New England Coffee', 'Cafe du Monde', 'Mount Hagen', ""Cameron's Coffee"", ""Don Francisco's"", 'Stumptown Coffee Roasters', 'Mount Hagen', ""Trader Joe's"", 'Starbucks', 'Stumptown Coffee Roasters', 'Allegro Coffee', 'Green Mountain Coffee Roasters', 'The Original Donut Shop', ""Peet's Coffee"", 'Starbucks Coffee', 'McCafe', 'Allegro Coffee', 'Hills Bros Cappuccino', 'Green Mountain Coffee', 'Caffe Umbria', 'Cafe Du Monde', ""Trader Joe's"", 'Gevalia', 'The Original Donut Shop', ""Gloria Jean's Coffees"", ""Seattle's Best Coffee"", 'Maxwell House', 'Maxwell House International', ""Gloria Jean's Coffee"", 'Douwe Egberts', 'VINACAFE', 'TWO RIVERS COFFEE', 'Maxwell House', 'Bru', 'Nescafe Dolce Gusto', 'Gaviña', 'Tim Hortons', 'Elite', 'Starbucks', 'Dallmayr', 'Door County Coffee', 'Two Rivers Coffee', 'Market & Main', 'Starbucks', 'TWO RIVERS COFFEE', ""Dunkin'"", 'Victor Allen Coffee', 'Starbucks', 'Starbucks Coffee', ""Tim Horton's"", 'Folgers', 'Frozen Bean Frappe Blend', 'Black Rifle Coffee Rounds', 'Coffee Bean Direct', 'Alpine Start', 'Folgers', 'SF Bay Coffee', 'Door County Coffee', 'JAVA HOUSE', 'Fresh Roasted Coffee', 'Mount Hagen', 'International Delight', ""Seattle's Best Coffee"", 'Fresh Roasted Coffee', 'Laughing Man', 'Maxwell House International', ""Taster's Choice"", 'Wink', 'Wolfgang Puck Coffee', ""Cameron's Coffee"", 'Starbucks', 'Kimbo Espresso', 'The Coffee Bean & Tea Leaf']"
Coffee,Item form,"['Single Serve Pods', 'Single Serve Coffee Cup', 'Ground Coffee', 'K-Cups', 'Single Serve Coffee Pods', 'Ground Coffee', 'Ground Coffee', 'Single Serve packets', 'K Cup Pack', 'Whole Bean Coffee', 'Whole Bean Coffee', 'Ground Coffee', 'Single-Serve Cup Pods', 'Single Serve Pods', 'Single-Serve Keurig K-Cup Pods', 'Verismo Pods', 'Single-Serve Keurig K-Cup Pods', 'K-Cup Pods', 'K-Cup Coffee Pods', 'Single Serve Cups', 'K-Cups', 'Whole Bean', 'Ground', 'Ground Coffee', 'Ground Coffee', 'Single-Serve Keurig K-Cup Pods', 'Beverage Mix', 'Ground Coffee', 'K-Cup', 'Ground Coffee', 'K-Cup Coffee Pods and Froth Packets', 'Ground Coffee', 'Single-Serve Keurig K-Cup Pods', 'Single-Serve Keurig K-Cup Pod', 'Ground Coffee', 'Keurig K-Cup Pods', 'K-Cup Pods', 'Ground', 'covered Espresso Beans', 'Whole Bean Coffee', 'Coffee Pods', 'Bagged', 'Coffee Singles Serve Bags', 'Instant', 'Single-Serve Keurig K-Cup Pods', 'K-Cup Coffee Pods', 'Ground Coffee', 'K-Cup Pods', 'Ground Coffee', 'K-Cup Coffee Pods', 'Whole Bean Coffee Blend', 'Whole Bean', 'Whole Bean', 'Ground Coffee', 'Single Serve, Recyclable Pods', 'Ground Coffee', 'Single Serve Pods', 'Ground Coffee Bag', 'Freeze Dried Instant Coffee', 'Ground Coffee', 'Ground Coffee Canister', 'Ground Coffee', 'Ground Coffee', 'Whole Bean Coffee', 'Ground Coffee', 'K-Cup Pods', 'Single Serve Pods', 'Single Serve Sticks', 'Single Serve Pods', 'Ground Coffee', 'Whole Bean', 'Freeze Dried Instant', 'Whole Bean', 'Whole Bean Coffee', 'Whole Bean Coffee', 'Ground Coffee', 'Single-Serve Keurig K-Cup Pod', 'K-Cup Pods', 'Ground Coffee', 'Ground', 'Ground Coffee', 'Ground Coffee', 'K-Cups', 'Whole Bean', 'Single Serve Cups', 'Whole Bean', 'K-Cup Coffee Pods', 'Single-Serve Keurig K-Cup Pods', 'Single-Serve Keurig K-Cup Pods', 'K-Cup pods', 'K-CUP Pods', 'Instant Coffee', 'Keurig K-Cup Pods', 'Whole Beans Coffee', 'INSTANT COFFEE MIX', 'Single Serve Cups', 'Ready-to-Drink Iced Coffee', 'Instant Coffee', 'Coffee Pods', 'Whole Bean', 'K-Cups', 'Whole Beans', 'Instant Coffee', 'Ground Coffee', 'Coffee Grnd', 'Ground Coffee', 'Ground Coffee', 'Pods', 'Ground Coffee', 'Single Serve K-Cup', 'K-Cup Pods', 'Ground Coffee', 'Whole Bean Coffee', 'Whole Bean Coffee', 'Instant Coffee', 'Whole Bean', 'Ground Coffee', 'Cold Brew Coffee Concentrate Liquid Pods', 'Whole Bean', 'Single Serve Sticks', 'Instant-Coffee Single-Serve Sticks', 'Iced Coffee', 'Ground Coffee', 'Whole Bean', 'Bagged', 'Singles', 'Instant Coffee', '100% Arabica Coffee Beans', 'Single Serve Capsules', 'Ground Coffee Bag', 'Ground Coffee Cans', 'Nespresso Capsules', 'Ground Coffee']"
